index,product_name,is_dietary_supplement,is_cosmetic,is_medical_device,is_prescription_drug,is_medicine
9859,Гепатоглін,False,False,False,False,True
9860,Золотой конек,False,False,False,False,True
9861,Візіон актив (Vision active),False,False,False,False,True
9862,Фіточай Нова фігура-1 (Fitotea New figure-1),False,False,False,False,True
9863,Гамма від кашлю та подразнення у горлі (Gamma from cough and bechesthesis),False,False,False,False,True
9864,Зобофіт ® (Zobofit ® ),False,False,False,False,True
9865,Фітомакс,False,False,False,False,True
9866,Урофіт,False,False,False,False,True
9867,Церебростим (Cerebrostim),False,False,False,False,True
9868,Офтальмовіт,False,False,False,False,True
9869,Доппельгерц ® Енерготонік-H (Doppelherz Energietonikum-H),False,False,False,False,True
9870,Лавандін,False,False,False,False,True
9871,Нирковий збір,False,False,False,False,True
9872,Фіточай Нова фігура-5 (Fitotea New figure-5),False,False,False,False,True
9873,Йод-актив плюс (Jod-activ plus),False,False,False,False,True
9874,Холенорм (Cholenorm),False,False,False,False,True
9875,Щизарен,False,False,False,False,True
9876,Витамины для больных диабетом,False,False,False,False,True
9877,Ліволакт,False,False,False,False,True
9878,Бебінорм (Babynorm),False,False,False,False,True
9879,Макромол (Macromol),False,False,False,False,True
9880,Прополки (Propolki),False,False,False,False,True
9881,Вітамол,False,False,False,False,True
9882,Лабілакт (Labilact),False,False,False,False,True
9883,Реуматон (Reumaton),False,False,False,False,True
9884,Цукерки без цукру Хальтер (Sugar-free sweets Halter),False,False,False,False,True
9885,Мін. комплекс з селеном,False,False,False,False,True
9886,Визио баланс,False,False,False,False,True
9887,Нутрізон (Nutrizon),False,False,False,False,True
9888,Долголіт форте,False,False,False,False,True
9889,Капіляр,False,False,False,False,True
9890,Чорниця-форте плюс,False,False,False,False,True
9891,Йогурт Baby,False,False,False,False,True
9892,Йогурт Norm,False,False,False,False,True
9893,Йогурт Comfort,False,False,False,False,True
9894,Формула сна,False,False,False,False,True
9895,Лактусан,False,False,False,False,True
9896,Клімапін ® (Climapin),False,False,False,False,True
9897,Лінкас Нова пастилки (Linkus Nova lozenges ),False,False,False,False,True
9898,Чорниця оптима,False,False,False,False,True
9899,МКЦ очищена (MKC purified),False,False,False,False,True
9900,Простенал,False,False,False,False,True
9901,Синій йод,False,False,False,False,True
9902,Л-глютамін (L-glutamine),False,False,False,False,True
9903,Фітопульмін,False,False,False,False,True
9904,Виусид,False,False,False,False,True
9905,Зоркий з лютеїном (Zorky with luthein),False,False,False,False,True
9906,Ідеал форте (Ideal forte),False,False,False,False,True
9907,Уромакс (Uromax),False,False,False,False,True
9908,СИРОП ІЗ ПЛОДІВ ШИПШИНИ З ГЛОДОМ (SYRUP ROSEHIP WITH HAWTHORN),False,False,False,False,True
9909,Спектрофарм,False,False,False,False,True
9910,Менопейс (Menopace),False,False,False,False,True
9911,Енерго комплекс гуарана (Energo complex guarana),False,False,False,False,True
9912,Ультрасластин (Ultraslastin),False,False,False,False,True
9913,Струнка фігура (Slim figure),False,False,False,False,True
9914,Суставіт,False,False,False,False,True
9915,Йохімбе рецепт казанови,False,False,False,False,True
9916,Ортостілі (Orthostili),False,False,False,False,True
9917,Простатум (Prostatum),False,False,False,False,True
9918,Кобальт-активний,False,False,False,False,True
9919,Залізо-активне,False,False,False,False,True
9920,Магній-активний,False,False,False,False,True
9921,Марганец-активний,False,False,False,False,True
9922,Мідь-активна,False,False,False,False,True
9923,Молібден-активний,False,False,False,False,True
9924,Фосфор-активний,False,False,False,False,True
9925,Хром-активний (Chromicum active),False,False,False,False,True
9926,Фтор-активний,False,False,False,False,True
9927,Цинк-активний (Zincum active),False,False,False,False,True
9928,Пиколинат хрома,False,False,False,False,True
9929,Селен,False,False,False,False,True
9930,Сабельник кальцій,False,False,False,False,True
9931,Візивіт (Vizivit),False,False,False,False,True
9932,Оковіт (Okovit),False,False,False,False,True
9933,Віталонг (Vitalong),False,False,False,False,True
9934,Лецитин соняшниковий (Lecithin sunflower),False,False,False,False,True
9935,Церебровітал ® (Cerebrovital ® ),False,False,False,False,True
9936,Нормотон (Normoton),False,False,False,False,True
9937,Фиторелакс,False,False,False,False,True
9938,Хеліскан (Cheliscan),False,False,False,False,True
9939,Цигапант форте (Cogapant forte),False,False,False,False,True
9940,Доппельгерц актив меноактив,False,False,False,False,True
9941,Доппельгерц ® Актив вітаміни для діабетиків (Doppelherz ® Aktiv vitamins for diabetics),False,False,False,False,True
9942,Доппельгерц ® Актив від A до Цинку (Doppelherz ® Aktiv A-Z),False,False,False,False,True
9943,Доппельгерц ® актив Омега-3 (Doppelherz ® aktiv Omega-3),False,False,False,False,True
9944,Хондровіт,False,False,False,False,True
9945,Седаселфарм (Sedaselfarm),False,False,False,False,True
9946,Карсіфарм,False,False,False,False,True
9947,Сукразіт (Sucrazit),False,False,False,False,True
9948,Неопрост ® -форте (Neoprost ® -forte),False,False,False,False,True
9949,Біфлекс (Biflex),False,False,False,False,True
9950,Фітолинчи (Fitolinchi),False,False,False,False,True
9951,Фітолитон (Fitoliton),False,False,False,False,True
9952,Мульти-Табс ® Імуно Плюс (Multi-Tabs Immuno Plus),False,False,False,False,True
9953,Худія (Hoodia),False,False,False,False,True
9954,Прополки без сахара,False,False,False,False,True
9955,Про-визио,False,False,False,False,True
9956,Циклонорм (Ciclonorm),False,False,False,False,True
9957,Клімактерін (Climacterin),False,False,False,False,True
9958,Мастофит,False,False,False,False,True
9959,Фемін (Femin),False,False,False,False,True
9960,Цистофемін (Cistofemin),False,False,False,False,True
9961,Фіточай Дитяча насолода (Fitotea Children's enjoyment),False,False,False,False,True
9962,Біломаг (Bilomag),False,False,False,False,True
9963,Прелаксан (Prelacsan),False,False,False,False,True
9964,Сірка-активна (Serum-active),False,False,False,False,True
9965,Кремній-активний (Silicon-active),False,True,False,False,False
9966,Фітоглистоцид,False,False,False,False,True
9967,ХЛОРОФІЛІН СПРЕЙ (CHLOROPHYLLIN SPRAY),False,False,False,False,True
9968,Лівонорм,False,False,False,False,True
9969,Цинкіт (Zinkit),False,False,False,False,True
9970,ОКО-ХЕЛС (OKO-HEALTH),False,False,False,False,True
9971,Йогурт Baby postantibiotik,False,False,False,False,True
9972,Йогурт Baby comfort (Iogurt Baby comfort),False,False,False,False,True
9973,Оксилік (Oxylyc),False,False,False,False,True
9974,Фітосорб-актив (Fitosorb-active),False,False,False,False,True
9975,Суставіт глюкозамін,False,False,False,False,True
9976,Суставіт плюс,False,False,False,False,True
9977,Гінговен (Gingoven),False,False,False,False,True
9978,"Шипшина, смородина",False,False,False,False,True
9979,"Шипшина, чорниця",False,False,False,False,True
9980,Колагеновіт,False,False,False,False,True
9981,Лютеїн для очей,False,False,False,False,True
9982,Клітковина розторопші (Cellulose thistle),False,False,False,False,True
9983,Фітоледі (Fitolady),False,False,False,False,True
9984,Лаціум (Lacium),False,False,False,False,True
9985,Цикорій (Chicory),False,False,False,False,True
9986,Колаген екстра плюс,False,False,False,False,True
9987,Біоферментрий комплекс,False,False,False,False,True
9988,Екстракт зеленого чаю (Зеленого чая экстракт),False,False,False,False,True
9989,Магній B6 (Magnesium B6),False,False,False,False,True
9990,Нефроліт (Nephrolit),False,False,False,False,True
9991,Поліжен (Polijen),False,False,False,False,True
9992,Міцне волосся (Strong hair),False,False,False,False,True
9993,Міцні нерви (Strong nerves),False,False,False,False,True
9994,Седафіт (Sedaphyt),False,False,False,False,True
9995,Розторопша (Milk thistle),True,False,False,False,False
9996,Інпіт вітамінний (Inpit vitamin),False,False,False,False,True
9997,Рутин,False,False,False,False,True
9998,Сенналакс (Sennalax),False,False,False,False,True
9999,Біфілакт екстра (Bifilact extra),False,False,False,False,True
10000,Чорниця-Ф (Bilberry-F),False,False,False,False,True
10001,Кальцій з вітаміном Д3 (Calcium with vitamin D3),False,False,False,False,True
10002,Гінкго білоба-Ф (Ginkgo biloba-F),False,False,False,False,True
10003,Індол-Ф (Indol-F),False,False,False,False,True
10004,Шоломниці екстракт (Scutellariae extractum),False,False,False,False,True
10005,Вамелан (Vamelan),False,True,False,False,False
10006,ПОДОРОЖНИКА ВЕЛИКОГО ЛИСТЯ (FOLIA PLANTAGINIS MAJORIS),False,False,False,False,True
10007,Ехінацеї екстракт,False,False,False,False,True
10008,Л-тирозин (L-tyrosine),False,False,False,False,True
10009,Борова матка (Orthilia secunda),False,False,False,False,True
10010,Гарцинія з бромелайном,False,False,False,False,True
10011,ГЕРБАСТРЕСС,False,False,False,False,True
10012,Гінкго білоба+вітаміни групи В,False,False,False,False,True
10013,Гінкго білоба з готу кола екстракт,False,False,False,False,True
10014,Доппельгерц ® актив Кальцій + D3 (Doppelherz ® aktiv Calcium + D3),False,False,False,False,True
10015,Доппельгерц актив сахаронорм,False,False,False,False,True
10016,Золотая розга,False,False,False,False,True
10017,Камавіт ® -форте (Kamavit-forte),False,False,False,False,True
10018,КОЕНЗИМ Q10 УЛЬТРА (CO ENZIME Q10 ULTRA),False,False,False,False,True
10019,Червона щітка (Red brush),False,False,False,False,True
10020,Лактомун (Lactomun ® ),False,False,False,False,True
10021,Лютеин,False,False,False,False,True
10022,Лютеїновий комплекс,False,False,False,False,True
10023,КАКАО-МАСЛО (COCOA-BUTTER),False,False,False,False,True
10024,Олія кунжутна (Sesame oil),False,False,False,False,True
10025,Олія льону (Flax oil),False,False,False,False,True
10026,Олія волоського горіху (Walnut oil),False,False,False,False,True
10027,Олія розторопші (Thistle oil),False,False,False,False,True
10028,МКЦ дієт (MKC diet),False,False,False,False,True
10029,НЕЙРОМІН-ЕНЕРГІЯ МОЗКУ (NEIROMIN - ENERGY BRAIN),False,False,False,False,True
10030,ОКЮВАЙТ РЕТИ-НАТ ФОРТЕ (OCUVITE RETI-NAT FORTE),False,False,False,False,True
10031,Омега 3-6-9 (Omega 3-6-9),False,False,False,False,True
10032,Омега-3 ПЖК,False,False,False,False,True
10033,Пам'ять біоактив (Memory bioactive),False,False,False,False,True
10034,Пивні дріжджі з магнієм (Brewer's yeast with magnesium),False,False,False,False,True
10035,Пивні дріжджі Чиста шкіра,False,False,False,False,True
10036,Правенор ® (Pravenor ® ),False,False,False,False,True
10037,Симбітер ® ацидофільний (Symbiter ® acidophilus),False,False,False,False,True
10038,Симбітер-2,False,False,False,False,True
10039,Проліт-супер (Prolit-super),False,False,False,False,True
10040,Просталам актив,False,False,False,False,True
10041,"Шипшина, ехінацея",False,False,False,False,True
10042,Смарт Омега (Smart Omega),False,False,False,False,True
10043,Сорбофіт,False,False,False,False,True
10044,Спіруліна (Spiruline),False,False,False,False,True
10045,Супер волос актив (Super hair activ),False,False,False,False,True
10046,Хмелю шишки,False,False,False,False,True
10047,Хондроітин з глюкозаміном,False,False,False,False,True
10048,Хондроітин-здорові суглоби,False,False,False,False,True
10049,Церебрамин,False,False,False,False,True
10050,Урисан,False,False,False,False,True
10051,Майтаке грибу екстракт,False,False,False,False,True
10052,Рейші грибу екстракт,False,False,False,False,True
10053,Шиітаке грибу екстракт,False,False,False,False,True
10054,Женьшеня екстракт (Ginseng extract),False,False,False,False,True
10055,Солодкі кореня екстракт,False,False,False,False,True
10056,Стевії екстракт (Stevii extract),False,False,False,False,True
10057,Часнику екстракт (Garlic extract),False,False,False,False,True
10058,Ендокрин актив,False,False,False,False,True
10059,Марени красильної екстракт (Madder extract),False,False,False,False,True
10060,Витокан,False,False,False,False,True
10061,Гіамакс комплекс (Giamax complex),False,False,False,False,True
10062,Гіамакс форте (Giamax forte),False,False,False,False,True
10063,Фітофанер хейр/найлс,False,False,False,False,True
10064,Фоліо (Folio),False,False,False,False,True
10065,Формула мужчины,False,False,False,False,True
10066,Фіточай Артишок,False,False,False,False,True
10067,Фиточай боровая матка,False,False,False,False,True
10068,Велвумен,False,False,False,False,True
10069,Файнер,False,False,False,False,True
10070,Зіман (Ziman),False,False,False,False,True
10071,Мембратон,False,False,False,False,True
10072,МЕМОРІ БУСТЕР (MEMORY BOOSTER),False,False,False,False,True
10073,Вугілля активоване з ромашкою,False,False,False,False,True
10074,"ФІТОЧАЙ ""ПІЖМИ КВІТКИ"" (FITOTEA ""TANSY FLOWERS"")",False,False,False,False,True
10075,Фіточай Нирковий (Fitotea Renal),False,False,False,False,True
10076,Фіточай Ромашка (Phytotea Camomile),False,False,False,False,True
10077,"ФІТОЧАЙ ""САБЕЛЬНИК"" (FITOTEA ""COMARUM"")",False,False,False,False,True
10078,Фіточай Софора,False,False,False,False,True
10079,Фіточай Летюча ластівка екстра (Fitotea Flying swallow),False,False,False,False,True
10080,Біфіформула (Bififormula),False,False,False,False,True
10081,Валеріанівна (Valerianivna),False,False,False,False,True
10082,Гематовіт (Hematovit),False,False,False,False,True
10083,Іван-чай (Willow herb),False,False,False,False,True
10084,Чага (Chaga),False,False,False,False,True
10085,Фіточай Для чоловіків (Fitotea For men),False,False,False,False,True
10086,Худі-да (Hoodi-da),False,False,False,False,True
10087,Журавлини екстракт (Cranberry extract),False,False,False,False,True
10088,Равісол (Ravisol),False,False,False,False,True
10089,Мастогол (Mastogol),False,False,False,False,True
10090,Простагол (Prostagol),False,False,False,False,True
10091,Урогол (Urogol),False,False,False,False,True
10092,Фіточай Іван чай Міцні нерви,False,False,False,False,True
10093,Біона (Biona),False,False,False,False,True
10094,Картіджен (Cartigen),False,False,False,False,True
10095,Картіджен форте (Cartigen forte),False,False,False,False,True
10096,Лаф (Laff),False,False,False,False,True
10097,Оптівіжн (Optivision),False,False,False,False,True
10098,Супракал,False,False,False,False,True
10099,Ісландський мох (CETRARIA ISLANDICA),False,False,False,False,True
10100,Золота кулька преміум (Golden balloon premium),False,False,False,False,True
10101,Цитросепт (Citrosept),False,False,False,False,True
10102,Гепатовід (Gepatovid),False,False,False,False,True
10103,Гепатомакс (Gepatomax),False,False,False,False,True
10104,Кардіовід (Cardiovid),False,False,False,False,True
10105,Нейровід (Neirovid),False,False,False,False,True
10106,Простатовід (Prostatovid),False,False,False,False,True
10107,Проензим біокомплекс (Proenzime biocomplex),False,False,False,False,True
10108,Суставовід (Sustavovid),False,False,False,False,True
10109,Фіточай Золота різка (Fitotea Solidago),False,False,False,False,True
10110,Фіточай Тайфун екстра (Fitotea Typhoon extra),False,False,False,False,True
10111,Фіточай Тайфун для схуднення (Fitotea Typhoon for slimming),False,False,False,False,True
10112,Шиїтаке,False,False,False,False,True
10113,Клітковина льону,False,False,False,False,True
10114,Глюкозамін С (Glucosamine C),False,False,False,False,True
10115,Клітковина гарбуза (Pumpkin fibre),False,False,False,False,True
10116,Ламінарія форте (Laminaria forte),False,False,False,False,True
10117,Фіточай Печінковий (Fitotea Hepatic),False,False,False,False,True
10118,Імбирь (Ginger),False,False,False,False,True
10119,Пасіфлора (PASSIFLORA),False,False,False,False,True
10120,Лайфемін (Lifemin ® ),False,False,False,False,True
10121,Гепатомакс форте (Gepatomax forte),False,False,False,False,True
10122,Макуха з насіння гарбуза (Pumpkin seed cake),False,False,False,False,True
10123,Доппельгерц ® актив Магній B6 (Doppelherz ® aktiv Magnesium B6),False,False,False,False,True
10124,Доппельгерц актив омега-3 чисті судини,False,False,False,False,True
10125,Максікард (Maxicard),False,False,False,False,True
10126,Нейроксимет (Neuroximet),False,False,False,False,True
10127,Офтальмо-комплекс (Ophtalmo-complex),False,False,False,False,True
10128,Срібна крапля (Silver drop),False,False,False,False,True
10129,Захист печінки,False,False,False,False,True
10130,Фіточай Шлунково-кишковий з ісландським мохом (Fitotea Gastrointestinal with Icelandic moss),False,False,False,False,True
10131,Очанка для очей,False,False,False,False,True
10132,Фіточай Вівсяне молочко (Fitotea Oat milk),False,False,False,False,True
10133,Фіточай Серцевий+ВСД (Fitotea Cardiac+VD),False,False,False,False,True
10134,Янтарин-здоров'я,False,False,False,False,True
10135,Фрезубин вп энергия,False,False,False,False,True
10136,Фрезубин оригинал,False,False,False,False,True
10137,Фрезубін оригінал з харчовими волокнами,False,False,False,False,True
10138,Фрезубін енергія з харчовими волокнами,False,False,False,False,True
10139,ВЕЛМЕН,False,False,False,False,True
10140,Стоп демодекс (Stop demodex),False,False,False,False,True
10141,Лактофільтрум (Lactofiltrum),False,False,False,False,True
10142,БИОН 3,False,False,False,False,True
10143,Віджайсар форте (Vijaisar forte),False,False,False,False,True
10144,Віджар (Vijar),False,False,False,False,True
10145,Візіобаланс опті (Visiobalance opti),False,False,False,False,True
10146,Він-віта (Vin-vita),False,False,False,False,True
10147,ГЕНТОС ® ФОРТЕ (GENTOS ® FORTE),False,False,False,False,True
10148,Гінолен 200,False,False,False,False,True
10149,ГОЛД РЕЙ,False,False,False,False,True
10150,ДЕТОКСИЛ (DETOXIL ® ),False,False,False,False,True
10151,Діабетовід (Diabetovid),False,False,False,False,True
10152,Лакто (Lacto),False,False,False,False,True
10153,Женское здоровье,False,False,False,False,True
10154,Закваска Йогурт з лактулозою (Sourdough Yogurt with lactulose),False,False,False,False,True
10155,КАМА ВЕДА,False,False,False,False,True
10156,Колаген (Collagenum),False,False,False,False,True
10157,Коасорб (Koasorb),False,False,False,False,True
10158,Лактузан дуо (Lactusan duo),False,False,False,False,True
10159,Лисички (Chanterelles),False,False,False,False,True
10160,МАГНІЙ СУДОМИ МЕДІВІТ (MAGNESIUM CONVULSIONS),False,False,False,False,True
10161,Маїтаке (Maitake),False,False,False,False,True
10162,Мамолен 200,False,False,False,False,True
10163,Чоловіче здоров'я (Men's health),False,False,False,False,True
10164,Нано-капсули (Nano-capsules),False,False,False,False,True
10165,Срібна крапля форте (Silver drop forte),False,False,False,False,True
10166,Сорпектин (Sorpektin),False,False,False,False,True
10167,Спулан (Spulan),False,False,False,False,True
10168,"СОРБІМАКС ВУГІЛЛЯ АКТИВОВАНЕ З КЛІТКОВИНОЮ (ACTIVATED CARBON WITH CELLULAR TISSUE ""SORBIMAX"")",False,False,False,False,True
10169,Фемофіт №2 (Femofit №2),False,False,False,False,True
10170,Фіточай Акація цвіт (Fitotea Acacia blossoms),False,False,False,False,True
10171,Фіточай Для зниження ваги (Fitotea For weight loss),False,False,False,False,True
10172,Йодофол (Yodofol),False,False,False,False,True
10173,Рейтоіл (Reytoil),False,False,False,False,True
10174,Фіточай Нехворійка (Fitotea Neboleyka),False,False,False,False,True
10175,Фіточай Фемофіт №1 (Fitotea Femofit №1),False,False,False,False,True
10176,Фіточай Щитовидний (Fitotea Thyroid),False,False,False,False,True
10177,Флавія ® (Flavia ® ),False,False,False,False,True
10178,Холит,False,False,False,False,True
10179,Розторопши екстракт (Milk thistle extract),False,False,False,False,True
10180,Бронхокапс (Bronchocaps),False,False,False,False,True
10181,Гепациалє (Gepaciale),False,False,False,False,True
10182,Капіляропротект (Capillaroprotect),False,False,False,False,True
10183,Меморіцитам (Memorycitam),False,False,False,False,True
10184,Слім шейп (Slim shape),False,False,False,False,True
10185,МозгАктив (MozgActiv),False,False,False,False,True
10186,Бион 3 кид,False,False,False,False,True
10187,Сироп Ма-і-Ма (Syrup Ma-i-Ma),False,False,False,False,True
10188,Худі-да делюкс,False,False,False,False,True
10189,Біонорм (Bionorm),False,False,False,False,True
10190,Потенціовид (Potenciovid),False,False,False,False,True
10191,Фіточай від печії (Fitotea against heartburn),False,False,False,False,True
10192,Закваска Біоряжанка (Ferment Bioryazhanka),False,False,False,False,True
10193,Закваска Біфідокомплекс (Starter culture Bifidocomplex),False,False,False,False,True
10194,Закваска Імуналіс (Leaven Immunalis),False,False,False,False,True
10195,Закваска Наріне (Ferment Narine),False,False,False,False,True
10196,Закваска Симбіотик (Symbiotic sourdough),False,False,False,False,True
10197,Колаген екстра плюс з глюкозаміном (Collagen extra plus with glucosamine),False,False,False,False,True
10198,Колаген екстра плюс з кальцієм (Collagen extra plus with calcium),False,False,False,False,True
10199,Мамалак капсули (Mamalac capsules ),False,False,False,False,True
10200,Нефровід (Nefrovid),False,False,False,False,True
10201,Ортосифону екстракт (Ortosifon extract),False,False,False,False,True
10202,Фібрент+йод (Fibrent+iod),False,False,False,False,True
10203,Імунний (Immune),False,False,False,False,True
10204,Коензим Q10 (Coenzyme Q10),False,False,False,False,True
10205,Доппельгерц актив омега-3 плюс (Doppelherz aktiv omega-3 plus),False,False,False,False,True
10206,ФЕРСІНОЛ-З (FERSINOL-Z),False,False,False,False,True
10207,БОРСУКОВИЙ ЖИР (BADGER FAT),False,False,False,False,True
10208,Екстракт березовий (Birch extract),False,False,False,False,True
10209,Бронхо веда,False,False,False,False,True
10210,Венодіол (Venodiol),False,False,False,False,True
10211,Візіокс лютеїн (Visioks lutein),False,False,False,False,True
10212,Вімакс форте (Vimax forte),False,False,False,False,True
10213,Кальцій+магній (Calcium+magnesium),False,False,False,False,True
10214,Вобілон (Vobilon),False,False,False,False,True
10215,Гепаклін (Hepaclean),False,False,False,False,True
10216,Діно (Dino),False,False,False,False,True
10217,Дол местр (Dol mestr),False,False,False,False,True
10218,"Доппельгерц ® Актив вітаміни для здоров'я шкіри, волосся і нігтів (Doppelherz ® Aktiv vitamins for healthy skin, hair and nails)",False,False,False,False,True
10219,Доппельгерц актив мінерали д/діабетиків (Doppelherz active minerals for diabetics),False,False,False,False,True
10220,Байкаліс (Baikalis),False,False,False,False,True
10221,Закваска Йогурт фітнес (Sourdough Yogurt fitness),False,False,False,False,True
10222,Закваска Сир (Sourdough Curd),False,False,False,False,True
10223,Керр дроп (Kerr drop),False,False,False,False,True
10224,Лактобіоентеросгель (Lactobioenterosgel),False,False,False,False,True
10225,Лактокен (Lactoken),False,False,False,False,True
10226,Ле Карніта (Le Carnita),False,False,False,False,True
10227,Лебесіл (Libesil),False,False,False,False,True
10228,Максикард форте (Maxicard forte),False,False,False,False,True
10229,Мареліт захист нирок (Marelit kidney protection),False,False,False,False,True
10230,Модулятор глюкози (Modulator glucose),False,False,False,False,True
10231,Неміал (Nemial),False,False,False,False,True
10232,НЕФРОКЕА ® (NEPHROCARE ® ),False,False,False,False,True
10233,Нефролес (Nefroles),False,False,False,False,True
10234,Нокамен (Nokamen),False,False,False,False,True
10235,Нутрікомп дрінк плюс (Nutricomp drink plus),False,False,False,False,True
10236,ОКЮВАЙТ ® КОМПЛІТ (OCUVITE ® COMPLETE),False,False,False,False,True
10237,ОПТИКС ФОРТЕ (OPTIX FORTE),False,False,False,False,True
10238,Нутрікомп стандарт нейтральний (Nutricomp standart neutral),False,False,False,False,True
10239,Отруби овсяные,False,False,False,False,True
10240,Висівки пшеничні (Wheat bran),False,False,False,False,True
10241,Отруби ржаные,False,False,False,False,True
10242,Офтальмо-комплекс плюс чорниця (Ophtalmo-complex plus blueberry),False,False,False,False,True
10243,Нутрікомп енергія нейтральний (Nutricomp energy neutral),False,False,False,False,True
10244,Розторопша з ехінацеєю (Silybum marianum with echinacea),False,False,False,False,True
10245,Розторопша зі стевією (Silybum marianum with stevia),False,False,False,False,True
10246,Ротабіотик (Rotabiotic),False,False,False,False,True
10247,СИЛАРСИЛ (SILARSIL),False,False,False,False,True
10248,Сітопростат (Sitoprostat),False,False,False,False,True
10249,Сорболонг (Sorbolong),False,False,False,False,True
10250,Сорбофіт-актив (Sorbofit-asset),False,False,False,False,True
10251,Супродімакс форте (Sprodimax forte),False,False,False,False,True
10252,Ультрафлекс (Ultraflex),False,False,False,False,True
10253,Уростон (Uroston),False,False,False,False,True
10254,Фермент флор (Ferment flor),False,False,False,False,True
10255,Шишки сосни (Pine cone),False,False,False,False,True
10256,ФІТОСТАТИН ® (Phytostatin),False,False,False,False,True
10257,Фіточай Для підшлункової залози (Fitotea for pancreas),False,False,False,False,True
10258,Фіточай Для нирок (Fitotea for kidneys),False,False,False,False,True
10259,Фіточай Для зниження тиску (Fitotea For lowering pressure),False,False,False,False,True
10260,Фіточай Здоровий зір (Fitotea Health vision),False,False,False,False,True
10261,Липи квіти (Linden flowers),True,False,False,False,False
10262,Фіточай Жовчогінний (Fitotea Cholagogic),False,False,False,False,True
10263,Фіточай Бронхіальний №1,False,False,False,False,True
10264,Фіточай Шлунковий №2 (Fitotea Gastric №2),False,False,False,False,True
10265,Фіточай Серцевий №3 (Fitotea Cardiac №3),False,False,False,False,True
10266,Фіточай Здоров'я печінки (Fitotea Liver health),False,False,False,False,True
10267,Фукус (Fucus),False,False,False,False,True
10268,ФІТО-ВУГІЛЛЯ (ВУГІЛЛЯ АКТИВОВАНЕ З КВІТАМИ РОМАШКИ) (PHYTO-CARBON),False,False,False,False,True
10269,Магній+В6 (Magnesium + B6),False,False,False,False,True
10270,Риб'ячий жир дитячий (Fish oil for kids),False,False,False,False,True
10271,Доппельгерц актив фолієва кислота+вітаміни B6+B12+C+E (Doppelgerts active folic acid+vitamin B6+B12+C+E),False,False,False,False,True
10272,Доппельгерц актив глюкозамін + хондроітин (Doppelherz active glucosamine + chondroitin),False,False,False,False,True
10273,Доппельгерц актив магній + кальцій (Doppelherz active Magnesium + Calcium),False,False,False,False,True
10274,Доппельгерц ® Актив Лецитин + B-Вітаміни (Doppelherz ® aktiv Lecithin + B-Vitamine),False,False,False,False,True
10275,Кальцій + вітамін Д3 (Calcium + Vitamin D3),False,False,False,False,True
10276,Бебі віт (Baby vit),False,False,False,False,True
10277,Біфіформ ® Бебі (Bifiform ® Baby),False,False,False,False,True
10278,Глід ультра (Hawthotn ultra),False,False,False,False,True
10279,БіоГая ПроДентіс (BioGaia ® ProDentis),False,False,False,False,True
10280,Біогая Протектіс (Biogaia ® Protectis™),False,False,False,False,True
10281,Валеріана мікс (Valeriana mix),False,False,False,False,True
10282,ВАЛЕРІАНА ФОРТЕ ПЛЮС (VALERIANA FORTE PLUS),False,False,False,False,True
10283,Веновітал (Venovital),False,False,False,False,True
10284,ГЕПАНАЗЕ,False,False,False,False,True
10285,Гепахелс (Hepahealth),False,False,False,False,True
10286,ГЛІЦИН ПЛЮС (GLUCINE PLUS),False,False,False,False,True
10287,Декліманс,False,False,False,False,True
10288,Депресин (Depresin),False,False,False,False,True
10289,Канефофіт ультра (Kanefofit ultra),False,False,False,False,True
10290,Кардіоклін (Cardioclean),False,False,False,False,True
10291,Кардіомаг (Cardiomag),False,False,False,False,True
10292,Кашлик апельсин (Kashlik orange),False,False,False,False,True
10293,Кашлик оригінальні (Kashlik original),False,False,False,False,True
10294,Корвалтон (Corvalton),False,False,False,False,True
10295,Леспефлофіт (Lespeflofit),False,False,False,False,True
10296,Ліда флора (Lida flora),False,False,False,False,True
10297,М-зим ультра (M-zim ultra),False,False,False,False,True
10298,Мультифарм (Multifarm),False,False,False,False,True
10299,Нормолакс (Normolax),False,False,False,False,True
10300,Ультрасластин сорбіт (Ultraslastin sorbit),False,False,False,False,True
10301,Пролакс (Prolax),False,False,False,False,True
10302,Пустирник Mg + B6 (Motherwort Mg + B6),False,False,False,False,True
10303,Пустирник мікст (Motherwort mixt),False,False,False,False,True
10304,Пустирник форте плюс (Motherwort forte plus),False,False,False,False,True
10305,Пустирник екстра (Motherwort extra),False,False,False,False,True
10306,Пустирник екстракт (Motherwort extract),False,False,False,False,True
10307,Розторопша форте,False,False,False,False,True
10308,Сена форте (Senna forte),False,False,False,False,True
10309,Суміш висівок (Mixture bran),False,False,False,False,True
10310,Тіреоклін (Tireoclean),False,False,False,False,True
10311,Токсіклін (Toxiclean),False,False,False,False,True
10312,Бронхо-мікс мед з мати-й-мачухою (Broncho-mix honey with coltsfoot),False,False,False,False,True
10313,Бронхо-мікс мед з плющем (Broncho-mix honey with ivy),False,False,False,False,True
10314,Бронхо-мікс мед (Broncho-mix honey),False,False,False,False,True
10315,Бронхо-мікс з первоцвітом (Bronco-mix with primula),False,False,False,False,True
10316,Бронхо-мікс з подорожником (Broncho-mix with plantain),False,False,False,False,True
10317,Флебонорм (Phlebonorm),False,False,False,False,True
10318,Флувир ® (Fluvir ® ),False,False,False,False,True
10319,Хітозан з вітамінами (Chitosan with vitamin),False,False,False,False,True
