index,product_name,is_dietary_supplement,is_cosmetic,is_medical_device,is_prescription_drug,is_medicine
12384,Термометр електронний Парамед флекс (Electronic thermometer Paramed flex),False,False,True,False,False
12385,Термометр електронний Парамед панда (Electronic thermometer Paramed panda),False,False,True,False,False
12386,Ватні диски Свіжанка (Cotton disks Svizhanka),False,False,False,False,True
12387,Рукавички оглядові нітрилові нестерильні Сейфтач адвансд слім блу (Nitrile examination gloves unsterile Safetouch advanced slim blue),False,False,True,False,False
12388,Тонометр Парамед X3 (Tonometer Paramed X3),False,False,False,False,True
12389,Пробірка Вакутест пласт з ACD стерильна (Test tube Vacutest plast with ACD sterile),False,False,False,False,True
12390,СЕРТОБЕК-ПРО (SERTOBEC-PRO),False,False,False,False,True
12391,Лоток ниркоподібний (Kidney-shaped tray),False,False,False,False,True
12392,Вата нестерильна Юрія-фарм (Unsterile cotton wool Yuria-pharm),False,False,True,False,False
12393,Вата стерильна Юрія-фарм (Sterile cotton wool Yuria-pharm),False,False,True,False,False
12394,Відріз марлевий нестерильний Юрія-фарм (Gauze non sterile cut Yuria-pharm),False,False,False,False,True
12395,Ємність для калу (Container for feces),False,False,False,False,True
12396,Халат стандартний (Standart robe),False,False,True,False,False
12397,Тест для визначення вагітності Тета (Test for pregnancy Teta),False,False,False,False,True
12398,Тест для визначення вагітності Тета ультра (Test for pregnancy Teta ultra),False,False,False,False,True
12399,Презервативи Вадекс (Condoms Wadex),False,False,False,False,True
12400,Система для забору крові з корком та капіляром К3 EDTA (Blood sampling system with cap and capillary К3 EDTA),False,False,False,False,True
12401,Підгузки Ліберо тач пре-матур (Diapers Libero touch pre-mature),False,False,False,False,True
12402,Щітка для миття пляшок і сосок (Brush for washing bottles and nipples),False,False,False,False,True
12403,Пустушка-прорізувач силіконова (Silicone pacifier-teether),False,False,False,False,True
12404,Тампони Нормал клінік (Tampons Normal clinic),False,False,False,False,True
12405,Фемілі пласт набір пластирів дитячий (Family plast set of patches for kids),False,False,False,False,True
12406,Фемілі пласт набір пластирів класичний (Family plast set of patches classic),False,False,False,False,True
12407,Фемілі пласт набір пластирів Патріот (Family plast set of patches Patriot),False,False,False,False,True
12408,Фемілі пласт пластир на шовковій основі (Family plast patch on silky basic),False,False,False,False,True
12409,Фемілі пласт пов'язка пластирна на нетканій основі стерильна (Family plast adhesive bandage on non-woven basic sterile),False,False,False,False,True
12410,Назісофт (Nasisoft),False,False,False,False,True
12411,Пустушка силіконова ортодонтична SG91 Дідус (Silicone orthodontic dummy SG91 Dydus),False,False,False,False,True
12412,Накидка для відвідувача Волес (Cape for visitor Voles),False,False,False,False,True
12413,Бинт тканий нестерильний (Woven bandage unsterile),False,False,True,False,False
12414,Пластина Натура стомагезив (Plate Natura stomahesive),False,False,False,False,True
12415,Тест-смужка для аналізу сечі Цитолаб 10М (Test-strip for urine analysis Citolab 10M),False,False,False,False,True
12416,Маска МР Медпласт нестерильна (Mask MP Medplast unsterile),False,False,True,False,False
12417,Ланцет скарифікатор Волес для крові (Lancet scarifier Voles for blood),False,False,False,False,True
12418,Рукавички оглядові нітрилові нестерильні Нітрилекс базік (Nitrile examination gloves unsterile Nitrylex basic),False,False,True,False,False
12419,Рукавички оглядові нітрилові нестерильні Нітрилекс класік (Nitrile examination gloves unsterile Nitrylex classic),False,False,True,False,False
12420,Рукавички оглядові нітрилові нестерильні Кеа 365 преміум (Nitrile examination gloves unsterile Care 365 premium),False,False,True,False,False
12421,Катетер внутрішньовенний Волес (Intravenous catheter Voles),False,False,True,False,False
12422,Подовжувач стерильний високого тиску Тро-екстенсор НР (High pressure extender sterile Tro-extensor HP),False,False,False,False,True
12423,Пелюшки поглинаючі Ігар (Absorbing diapers Igar),False,False,False,False,True
12424,Пластир перцевий Панночка (Pepper plaster Pannochka),False,False,False,False,True
12425,Лактаційні вкладиші Ліндо (Nursing pads Lindo),False,False,False,False,True
12426,Фемілі пласт набір пластирів Фемілі кеа (Family plast set of patches Family care),False,False,False,False,True
12427,Фемілі пласт набір пластирів Фут кеа (Family plast set of patches Foot care),False,False,False,False,True
12428,Фемілі пласт набір пластирів Хенд кеа (Family plast set of patches Hand care),False,False,False,False,True
12429,Фемілі пласт набір пластирів Спорт (Family plast set of patches Sport),False,False,False,False,True
12430,Окістар хіал (Okistar hyal),False,False,False,False,True
12431,Бандаж на гомілкостоп еластичний Медтекстиль (Bandage on the ankle joint elastic Medtextile),False,False,False,False,True
12432,Бандаж на коліно еластичний Медтекстиль (Knee bandage elastic Medtextile),False,False,False,False,True
12433,Бандаж на лікоть еластичний Медтекстиль (Elbow bandage elastic Medtextile),False,False,False,False,True
12434,Пляшечка пластикова декоративна Дідус (Plastic decorative bottle Dydus),False,False,False,False,True
12435,Гірчичник-пакет Медена дитячий (Sinapism-pack Medena for kids),False,False,False,False,True
12436,Гірчичник-пакет Медена преміум (Sinapism-pack Medena premium),False,False,False,False,True
12437,Гірчичник-пакет Медена сімейний (Sinapism-pack Medena family),False,False,False,False,True
12438,Джгут Волес дитячий (Tourniquet Voles for kids),False,False,False,False,True
12439,Зажим для пуповини Волес (Umbilical cord clamp Voles),False,False,False,False,True
12440,Пластир Панночка (Patch Pannochka),False,False,False,False,True
12441,Контейнер пластиковий для сечі (Plastic container for urine),False,False,False,False,True
12442,Ланцети безпечні Хемоланс плюс хай флоу (Safety lancets Haemolance plus high flow),False,False,False,False,True
12443,Пелюшки Сені софт супер (Diapers Seni soft super),False,False,False,False,True
12444,Плівка Кодак MIN-R S (Film Kodak MIN-R S),False,False,False,False,True
12445,Пробірка Кіма м тест стерильна (Test tube Kima m test sterile),False,False,False,False,True
12446,Тест-смужки Глюкодр ауто А AGM 4000 (Test-strips Glucodr auto A AGM 4000),False,False,False,False,True
12447,Фільтр з тепло- та вологообмінником вірусно-бактеріальний Медікеа (Virus-bacterial filter with heat and moisture exchanger Medicare),False,False,False,False,True
12448,Рукавички оглядові латексні нестерильні Хай ріск (Examination latex unsterile gloves High risk),False,False,True,False,False
12449,Підгузники-труси Памперс пентс для хлопців та дівчат (Diapers-pants Pampers pants for boys and girls),False,False,False,False,True
12450,Пляшка скляна з соскою Бебі тім (Glass bottle with nipple Baby team),False,False,False,False,True
12451,Тонометр Ванлайф преміум L3 (Tonometer Onelife premium L3),False,False,False,False,True
12452,Інгалятор компресорний Компейр еко (Compressor inhaler Compair eco),False,False,False,False,True
12453,Клейонка Віва з полівінілхлоридним покриттям (Drawsheet Viva with polyvinylchloride cover),False,False,False,False,True
12454,Колготки компресійні з миском (Compression tights with toe),False,False,False,False,True
12455,Новосін (Novosyn),False,False,False,False,True
12456,Кучіку вітряна віспа (Kuchikoo chickenpox),False,False,False,False,True
12457,Ланцети безпечні Хемоланс плюс нормал флоу (Safety lancets Haemolance plus normal flow),False,False,False,False,True
12458,Ланцети безпечні Хемоланс плюс макс флоу (Safety lancets Haemolance plus max flow),False,False,False,False,True
12459,Шпатель цервікальний Волес (Cervical spreader Voles),False,False,False,False,True
12460,Ланцети Гамма (Lancets Gamma),False,False,False,False,True
12461,Унітірс (Unitears),False,False,False,False,True
12462,Міжпальцева перегородка Лакістеп (Interdigital partition Luckystep),False,False,False,False,True
12463,Пластир перцевий Табула віта (Pepper patch Tabula vita),False,False,False,False,True
12464,Ланцети стерильні Діавін (Sterile lancets Diawin),False,False,False,False,True
12465,Ланцет захищений (Protected lancet),False,False,False,False,True
12466,Пластир Табула віта (Patch Tabula vita),False,False,False,False,True
12467,Дзеркало гінекологічне Парамед (Gynecological mirror Paramed),False,False,False,False,True
12468,Зонд шлунковий трубка Райла Ультрамед (Gastric probe Rail tube Ultramed),False,False,False,False,True
12469,Зонд-катетер Ультрамед для вигодовування новонароджених (Probe-catheter Ultramed for newborns feeding),False,False,True,False,False
12470,Полігліколід-рапід з атравматичною голкою стерильний (Polyglycolide-rapid with atraumatic needle sterile),False,False,False,False,True
12471,Рукавички оглядові вінілові нестерильні Вінілекс (Gloves viewing vynile unsterile Vinylex),False,False,True,False,False
12472,ДЕЛУФЕН ® ЕКСПРЕС (DELUFEN ® EXPRESS),False,False,False,False,True
12473,Пробірка для забору капілярної крові (Test tube for capillar blood sampling),False,False,False,False,True
12474,Термометр цифровий Росмакс (Digital thermometer Rossmax),False,False,True,False,False
12475,Пластир Медена (Patch Medena),False,False,False,False,True
12476,"СЕЧОПРИЙМАЧ ""ALEXPHARM"" З ГВИНТОВИМ ЗЛИВОМ (Mochepriyemnik Aleksfarm s vintovym slivom)",False,False,False,False,True
12477,Вата нестерильна Др. Вайт (Unsterile cottonwool Dr. White),False,False,True,False,False
12478,Рукавички хірургічні латексні стерильні Н'юмед класік (Surgical latex gloves sterile Newmed classic),False,False,True,False,False
12479,Рукавички хірургічні латексні стерильні Енкор латекс мікро (Surgical latex sterile gloves Encore latex micro),False,False,True,False,False
12480,Дотавіст (Dotavist),False,False,False,False,True
12481,Киш комар кліпса-репелент (Kish comar clips-repellent),False,False,False,False,True
12482,ВІТРУМ ® ПЛЮС (VITRUM ® PLUS),False,False,False,False,True
12483,ВІТРУМ ® ЮНІОР ПЛЮС (VITRUM ® JUNIOR PLUS),False,False,False,False,True
12484,ВІТРУМ ® КІДЗ ПЛЮС (VITRUM ® KIDS PLUS),False,False,False,False,True
12485,Лактазік Сперко (Lactazic Sperco),False,False,False,False,True
12486,Лецитин мега (Lecitin mega),False,False,False,False,True
12487,Ксаврон (Xavron),False,False,False,False,True
12488,Флоріка (Florica),False,False,False,False,True
12489,Фероченто акт (Ferrochento act),False,False,False,False,True
12490,Панчохи компресійні (Compression stockings),False,False,False,False,True
12491,ВІТРУМ ® ПРЕНАТАЛ ПЛЮС (VITRUM ® PRENATAL PLUS),False,False,False,False,True
12492,Тест для визначення вагітності Алпе ін-вітро мейбі (Test for pregnancy Alpe in-vitro maybe),False,False,False,False,True
12493,Нитка зубна Reach mint dentotape (Reach mint dentotape),False,False,False,False,True
12494,Сто рецептів краси бальзам для волосся Оливковий (One hundred recipes of beauty balm for hair Olive),False,True,False,False,False
12495,Лосьйон для засмаги (Suntan lotion),False,True,False,False,False
12496,Набір Contiplex d,False,False,False,False,True
12497,Матеріал хірургіч. (Surgical suture),False,False,False,False,True
12498,Корінь червоний (Red root),False,False,False,False,True
12499,Кальцивіт (Calcivit),False,False,False,False,True
12500,Кальцид+магній (KALTSID PLUS MAGNESIUM),False,False,False,False,True
12501,Клітковина Формула очищення (Cellulose Formula cleansing),False,False,False,False,True
12502,"Комплекс Шкіра, волосся, нігті (Complex Skin, hair, nails)",False,False,False,False,True
12503,Новосифол (Novosifol),False,False,False,False,True
12504,ВІТАМІННИЙ КОМПЛЕКС AE (VITAMIN COMPLEX AE),True,False,False,False,False
12505,Жавілар ефект (JAVILAR EFFECT),False,False,False,False,True
12506,Зубна щітка Сенсодин комплексний захист (Toothbrush Sensodin complex protection),False,False,False,False,True
12507,Розчин магнієво-мінеральний (Magnesium-mineral solution),False,False,False,False,True
12508,Ополіскувач для порожнини рота дитячий Лістерин смарт рінз (Mouth rinse for kids Listerine smart rinse),False,False,False,False,True
12509,Прокладки гігієнічні Лібрес нормал вінг максі,False,False,False,False,True
12510,Пелюшка стерильна (Sterile diaper),False,False,False,False,True
12511,Б'ютівіт (Butyvit),False,False,False,False,True
12512,"Здоров'я волосся, шкіри та нігтів (Healthy hair, skin and nails)",False,False,False,False,True
12513,Імуновіт (Immunovit),False,False,False,False,True
12514,Напальчник гумовий (Rubber fingerstall),False,False,False,False,True
12515,Гліцерин рідкі свічки дитячі (Glycerin for children liquid candles),False,False,False,False,True
12516,Пелюшки вбираючі Тена бед нормал (Absorbent diapers Tena bed normal),False,False,False,False,True
12517,Ємність для мокротиння Волес (Container for sputum Voles),False,False,False,False,True
12518,Голка Волес (Needle Voles),False,False,False,False,True
12519,"Система для переливання інфузійних розчинів, крові та кровозамінників Медікеа (System for transfusion of infusion solutions, blood and blood substitutes Medicare)",False,False,False,False,True
12520,Рукавички оглядові латексні нестерильні Сейфтач (Latex viewing gloves unsterile Safetouch),False,False,True,False,False
12521,Рукавички оглядові латексні стерильні Вогт медикал (Latex viewing gloves sterile Vogt medical),False,False,True,False,False
12522,Рукавички хірургічні латексні стерильні Профіл DHD сенсітів паудер фрі (Surgical gloves latex sterile Profeel DHD sensitive powder free),False,False,True,False,False
12523,Простирадла Релюкс еко (Bed sheets Relux eco),False,False,False,False,True
12524,Голка для спінальної анестезії Пенкан (Needle for spinal anesthesia Pencan),False,False,False,False,True
12525,Протектор для великого пальця Лакістеп (Protector for first finger Luckystep),False,False,False,False,True
12526,Рукавички хірургічні латексні стерильні Гаммекс латекс сенситив (Surgical latex sterile gloves Gammex latex sensitive),False,False,True,False,False
12527,Система інфузійна Артеріум (Infusion system Arterium),False,False,False,False,True
12528,Система ПК 21-02 Артеріум (System PK 21-02 Arterium),False,False,False,False,True
12529,Тест для визначення овуляції Др. Марта (Test for ovulation determination Dr. Marta),False,False,False,False,True
12530,Гіаваль (Hyaval),False,False,False,False,True
12531,ОМК1,False,False,False,False,True
12532,Пляшка для годування Нечурал Філіпс авент (Feeding bottle Natural Philips avent),False,False,False,False,True
12533,Вкладиші в бюстгальтер (Bra pads),False,False,False,False,True
12534,Палички ватні дитячі Белла бебі хепі (Cotton buds for kids Bella baby happy),False,False,False,False,True
12535,СПРЕЙ НАЗАЛЬНЫЙ НАЗОМЕР ® (NASOMER ® ),False,False,False,False,True
12536,Набір пластирів Медена асорті (Set of patches Medena assorty),False,False,False,False,True
12537,Пластир котушковий Медена (Reel patch Medena),False,False,False,False,True
12538,Гліцерин рідкі свічки (Glycerin liquid suppositories),False,False,False,False,True
12539,Чаша менструальна (Menstrual cup),False,False,False,False,True
12540,Обліпиха рідкі свічки (Sea buckthorn liquid suppositories),False,False,False,False,True
12541,Бинт марлевий нестерильний Др. Вайт (Gauze unsterile bandage Dr. White),False,False,True,False,False
12542,Бинт марлевий стерильний Др. Вайт (Gauze sterile bandage Dr. White),False,False,True,False,False
12543,Вата стерильна Др. Вайт (Sterile cottonwool Dr. White),False,False,True,False,False
12544,Відріз марлевий нестерильний Др. Вайт (Gauze unsterile cut Dr. White),False,False,False,False,True
12545,Бімоптик Ромфарм (Bimoptic Romfarm),False,False,False,False,True
12546,Джеріхо мило масажне антицелюлітне (Jericho massage anti-cellulite soap),False,False,False,False,True
12547,Джеріхо крем для ніг (Jericho feet cream),False,True,False,False,False
12548,Гепаслім (Hepaslim),False,False,False,False,True
12549,Лоразепам-ЗН (Lorazepamum-ZN),False,True,False,False,False
12550,Новомікс ® 30 Флекспен ® (Novomix ® 30 Flexpen ® ),False,False,False,False,True
12551,Розуліп ® Плюс (Rosulip ® Plus),False,False,False,False,True
12552,Феліз С (Feliz C),False,False,False,False,True
12553,Целапро (Celapro),False,False,False,False,True
12554,Сінумікс аква плюс (Sinumix aqua plus),False,False,False,False,True
12555,Міоксель (Mioxel),False,False,False,False,True
12556,Сидокард (Sidocard),False,False,False,False,True
12557,Уропрокт (Uroproct),False,False,False,False,True
12558,Бронхонорм (Bronchonorm),False,False,False,False,True
12559,Стимулекс (Stimulex),False,False,False,False,True
12560,ЕХІНАЦЕЯ-ТОП (ECHINACEA-TOP),False,False,False,False,True
12561,Джеріхо чорна грязь (Jericho black mud),False,False,False,False,True
12562,Нагідки крем для обличчя дитячий (Calendula face cream for kids),False,True,False,False,False
12563,Супер енерджекс (Super energex),False,False,False,False,True
12564,Гліклазид-Тева MR (Gliclazide-Teva MR),False,False,False,False,True
12565,Плівка рентгенівська Драйстар DT 5000I B (X-ray film Drystar DT 5000I B),False,False,False,False,True
12566,Діагама (Diagamma),True,False,False,False,False
12567,Етопозид Амакса (Etoposide Amaxa),False,False,False,False,True
12568,Мекініст (MECINIST),False,True,False,False,False
12569,Нексетин (Nexetin),False,False,False,False,True
12570,Плазмаліт (Plazmalit),False,False,False,False,True
12571,Бюстгалтер Aljona,False,False,False,False,True
12572,Кеджибелінг-макс (Kedzhibeling-max),False,False,False,False,True
12573,Феміцикл (Femicicl),False,False,False,False,True
12574,Феміменс (Femimens),False,False,False,False,True
12575,Європласт пластир дитячий (Europlast patch for kids),False,False,False,False,True
12576,Пластир катушковий (Coil plaster),False,False,True,False,False
12577,Моксифлоксацин Сандоз ® (Moxifloxacin Sandoz ® ),False,False,False,False,True
12578,Бинт Нордик когезив (Bandage Nordic cohesive),False,False,True,False,False
12579,ВАРТНЕР ® ВІД ГРИБКА НІГТІВ (WARTNER ® NAIL FUNGUS TREATMENT),False,False,False,False,True
12580,Лабораторіос бабе педіатрік спрей сонцезахисний (Laboratorios babe pediatric sunprotective spray),False,False,False,False,True
12581,СУПЕРІЯ ДЖАЗ (SUPERIA JAZZ),False,False,False,False,True
12582,Лабораторіос бабе лосьйон (Laboratorios babe lotion),False,True,False,False,False
12583,Лабораторіос бабе гель для тіла (Laboratorios babe body gel),False,False,False,False,True
12584,Лабораторіос бабе крем-гель 24 години зволоження (Laboratorios babe cream-gel 24 hours of moistening),False,True,False,False,False
12585,Лабораторіос бабе крем-гель від зморшок навколо очей (Laboratorios babe cream-gel from wrinkles around eyes),False,True,False,False,False
12586,Лабораторіос бабе крем-лосьйон для рук (Laboratorios babe hands cream-lotion),False,True,False,False,False
12587,Лабораторіос бабе крем 24 години зволоження (Laboratorios babe cream 24 hours of moistening),False,True,False,False,False
12588,Лабораторіос бабе молочко для тіла (Laboratorios babe body milk),False,False,False,False,True
12589,Лабораторіос бабе педіатрик вода міцелярна (Laboratorios babe pediatric micellar water),False,False,False,False,True
12590,Лабораторіос бабе педіатрик молочко для тіла (Laboratorios babe pediatric body milk),False,False,False,False,True
12591,Лабораторіос бабе педіатрик крем під підгузок (Laboratorios babe pediatric cream under diaper),False,True,False,False,False
12592,Лабораторіос бабе педіатрик гель для інтимної гігієни (Laboratorios babe pediatric gel for intimate hygiene),False,False,False,False,True
12593,Лабораторіос бабе педіатрик мило (Laboratorios babe pediatric soap),False,False,False,False,True
12594,Лабораторіос бабе педіатрик шампунь проти себореї (Laboratorios babe pediatric shampoo against seborrhea),False,True,False,False,False
12595,Лабораторіос бабе педіатрик гель для душу (Laboratorios babe pediatric shower gel),False,True,False,False,False
12596,Лабораторіос бабе педіатрик шампунь (Laboratorios babe pediatric shampoo),False,True,False,False,False
12597,Лабораторіос бабе гель для інтимної гігієни (Laboratorios babe gel for intimate hygiene),False,False,False,False,True
12598,Лабораторіос бабе гель від прищів (Laboratorios babe gel from acne),False,False,False,False,True
12599,Лабораторіос бабе дезодорант для тіла (Laboratorios babe body deodorant),False,False,False,False,True
12600,Тонік для очищення та звуження пор Лабораторіос бабе Стоп акн (Laboratorios babe tonic),False,False,False,False,True
12601,Лабораторіос бабе гель для душу (Laboratorios babe shower gel),False,True,False,False,False
12602,Підгузки для дорослих Майко стандарт (Diapers for adults Myco standart),False,False,False,False,True
12603,Часник чорний (Black garlic),False,False,False,False,True
12604,Лабораторіос бабе педіатрик крем дитячий (Laboratorios babe pediatric cream for kids),False,True,False,False,False
12605,Ополіскувач для порожнини рота Колгейт плакс форте Кора дуба та ялиця (Mouth rinse Colgate plax forte Oak bark and fir),False,False,False,False,True
12606,Йодселенактив (Iodselenactive),False,False,False,False,True
12607,Вагіцин Нео (Vagicin Neo),False,True,False,False,False
12608,Ксило-Тева (Xylo-Teva),False,False,False,False,True
12609,Олія-флюїд (Oil-fluid),False,False,False,False,True
12610,Стерилізатор Філіпс Авент (Sterilizer Philips avent),False,False,False,False,True
12611,Тіреостим (Tireostim),False,False,False,False,True
12612,Спрей сонцезахисний (Sunscreen spray),False,False,False,False,True
12613,Пластир перцевий (Pepper patch),False,False,False,False,True
12614,Лейкопластир Plasterit,False,False,False,False,True
12615,"Кальцій, магній, цинк (Ca, Mg, Zn)",False,False,False,False,True
12616,Фіточай стоп стрес магній,False,False,False,False,True
12617,ГЕЛЬ ЖОЖОБА ДЛЯ ВОЛОССЯ (Gel for hair),False,False,False,False,True
12618,Засіб для зняття макіяжу (Makeup remover),False,False,False,False,True
12619,Кул мен ультраенерджі антиперспірант (Cool men ultraenergy antiperspirant),False,False,False,False,True
12620,Серветки вологі дитячі Панда (Wet wipes for kids Panda),False,False,False,False,True
12621,Новіта мейк ап енд кеа гель для вмивання (Novita make up and care washing gel),False,False,False,False,True
12622,Пенатен шампунь дитячий і засіб для купання немовлят (Penaten shampoo for kids and remedy for newborns bathing),False,True,False,False,False
12623,Паневнорм фітосвічки (Panevnorm phytosuppositories),False,False,False,False,True
12624,Гель-лубрикант Ван тач (Gel-lubricant One touch),False,False,False,False,True
12625,Цернавін (Tsernavin),False,False,False,False,True
12626,Феміност уро (Feminost uro),False,False,False,False,True
12627,Крем дитячий для обличчя і тіла (Baby cream for face and body),False,True,False,False,False
12628,Пенатен крем для обличчя та тіла дитячий (Penaten face and body cream for kids),False,True,False,False,False
12629,Рукавички оглядові нестерильні (Gloves viewing unsterile),False,False,True,False,False
12630,Рукавички оглядові нітрилові нестерильні Ігар (Gloves examination nitrile unsterile Igar),False,False,True,False,False
12631,Ланцети Он колл плюс (Lancets On call plus),False,False,False,False,True
12632,ПАКЕТ ПЕРЕВ'ЯЗУВАЛЬНИЙ ІНДИВІДУАЛЬНИЙ КРОВОСПИННИЙ СТЕРИЛЬНИЙ З ДВОМА ПОДУШКАМИ (Paket perevyazochnyy krovoostanavlivayushchiy s dvumya podushkami steril'nyy),False,False,False,False,True
12633,Рукавички оглядові нітрилові нестерильні МП Медпласт (Viewing nitrile gloves unsterile MP Medplast),False,False,True,False,False
12634,Тест комбінований на наркотики (Combined test for drugs),False,False,False,False,True
12635,Шприц з з'єднувачем для катетера (Syringe with connector for catheter),False,False,True,False,False
12636,Соска силіконова Флауерс оф лайф (Nipple silicone Flowers of life),False,False,False,False,True
12637,Джгут Волес (Tourniquet Voles),False,False,False,False,True
12638,Набір пластирів Пінна (Patches set Pinna),False,False,False,False,True
12639,Маска дитяча Волес (Mask for kids Voles),False,False,True,False,False
12640,Набір отоларингологічний оглядовий Волес (Set otolaryngologic examination Voles),False,False,False,False,True
12641,Евкавітол аква плюс (Evcavitol aqua plus),False,False,False,False,True
12642,Катетер Фолея двоходовий латексний (Foley catheter two-way latex),False,False,True,False,False
12643,Офтаміл,False,False,False,False,True
12644,Подовжувач інфузійних магістралей низького тиску Алексфарм (Extension of infusion magistrals low pressure Alexpharm),False,False,False,False,True
12645,Пробірка Вакуетт (Test tube Vacuette),False,False,False,False,True
12646,Тест-смужки для вимірювання глюкози в крові Лонгевіта смарт (Test-strips for blood glucose monitoring system Longevita smart),False,False,False,False,True
12647,Набір пластирів Аква пруф Н Др. Хаус (Patch set Aqua proof H Dr. House),False,False,False,False,True
12648,Набір пластирів У дорогу Н Др. Хаус (Patch set In trip H Dr. House),False,False,False,False,True
12649,Набір пластирів Класичний Н Др. Хаус (Patch set Classic H Dr. House),False,False,False,False,True
12650,Набір пластирів Спорт Н Др. Хаус (Patch set Sport H Dr. House),False,False,False,False,True
12651,Пластир мозольний Саліпласт (Corn patch Saliplast),False,False,False,False,True
12652,Стрічка Бебі-нова (Tape Baby-nova),False,False,False,False,True
12653,Поїлка-непроливайка Дідус (Unpolled drinker Didus),False,False,False,False,True
12654,Труси сітчасті Сені фікс плюс (Plexiform panties Seni fix plus),False,False,False,False,True
12655,Спайк (Spike),False,False,False,False,True
12656,Пристрій для вливання інфузійних розчинів (Infusion device),False,False,False,False,True
12657,Рукавички оглядові латексні нестерильні Дермагріп NR (Examination latex unsterile gloves Dermagrip NR),False,False,True,False,False
12658,Доппельгерц актив глюкозамін форте (Doppelherz active glucosamine forte),False,False,False,False,True
12659,Доппельгерц актив кардіо комплекс Q10 (Doppelherz active cardio complex Q10),False,False,False,False,True
12660,Батончик-мюслі Нутті вей (Bar-muesli Nutty way),False,False,False,False,True
12661,Батончик-мюслі Фітнес план (Bar-muesli Fitness plan),False,False,False,False,True
12662,Батончик-мюслі Боно бар (Bar-muesli Bono bar),False,False,False,False,True
12663,Валідол ® (Validol ® ),False,False,False,False,True
12664,Протефікс фіксуючі прокладки для протезів верхньої щелепи (Protefix fixing pads for upper jaw prosthesis),False,False,False,False,True
12665,Сечоприймач пенільний самоклейкий Конвін (Penile self-adhesive urine bag Conveen),False,False,False,False,True
12666,ДЕКСАНТА (DEXANTA),False,True,False,False,False
12667,Цитомоксан ® (Cytomoxan),False,False,False,False,True
12668,Протефікс фіксуючі прокладки для протезів нижньої щелепи (Protefix fixing pads for lower jaw prosthesis),False,False,False,False,True
12669,Лактіалє капсули (Laktiale capsules ),False,False,False,False,True
12670,Деновель ® 30 (Denovel 30),False,False,False,False,True
12671,Мотилігас (Motiligas),False,False,False,False,True
12672,Пантопразол-Тева (Pantoprazole-Teva),False,False,False,False,True
12673,Травінор ® (Travinor),False,False,False,False,True
12674,Бімікан ® Еко (Bimican ® Eco),False,False,False,False,True
12675,Глатирамеру ацетат (Glatirameri acetas),False,False,False,False,True
12676,Кларитроміцин Ананта (Clarithromycin Ananta),True,False,False,False,False
12677,Севеламер-Віста (Sevelamer-Vista),False,True,False,False,False
12678,Кучіку перші зуби (Kuchikoo first teeth),False,False,False,False,True
12679,Молікар скін крем (Molicare skin cream),False,True,False,False,False
12680,Живокіст актив флюїд (Zhivokost active fluid),False,False,False,False,True
12681,Живокіст рапід гель (Zhivokost rapid gel),False,False,False,False,True
12682,Тауретина,False,False,False,False,True
12683,ВІТРУМ ® БЬЮТІ ПЛЮС (VITRUM ® BEAUTY PLUS),False,False,False,False,True
12684,ВІТРУМ ® Д3 ПЛЮС (VITRUM ® D3 PLUS),False,False,False,False,True
12685,ВІТРУМ ® МЕМОРІ ПЛЮС (VITRUM ® MEMORY PLUS),False,False,False,False,True
12686,ВІТРУМ ® ЦЕНТУРІ ПЛЮС (VITRUM ® CENTURY PLUS),False,False,False,False,True
12687,"СПРЕЙ НАЗАЛЬНИЙ З МОРСЬКОЮ ВОДОЮ ""ПШИК"" 0,9% ДЛЯ ДОРОСЛИХ (PSHYK FOR ADULTS 0,9% SEAWATER NASAL SPRAY)",False,False,False,False,True
12688,"СПРЕЙ НАЗАЛЬНИЙ З МОРСЬКОЮ ВОДОЮ ""ПШИК"" 0,9% ДЛЯ ДІТЕЙ (PSHYK FOR CHILDREN 0,9% SEAWATER NASAL SPRAY)",False,False,False,False,True
12689,"СПРЕЙ НАЗАЛЬНИЙ З МОРСЬКОЮ ВОДОЮ ""ПШИК"" 2,1% ГІПЕРТОНІЧНИЙ (PSHYK HYPERTONIC 2,1% SEAWATER NASAL SPRAY)",False,False,False,False,True
12690,Зубна паста Лісовий бальзам профілактична з соком лимона на відварі трав (Toothpaste Forest balm),False,True,False,False,False
12691,Метиленовий синій (Methylene blue),False,False,False,False,True
12692,Золота зірка (Golden star),False,False,False,False,True
12693,Пантенол гелінг спрей (Panthenol geling spray),False,False,False,False,True
12694,Дикломакс (Diclomax),False,False,False,False,True
12695,Евкафіліпт (Eucaphylipt),False,False,False,False,True
12696,Новіта інтимейт гель (Novita intimate gel),False,False,False,False,True
12697,Новіта інтимейт молочко (Novita intimate milk),False,False,False,False,True
12698,Порошок гірчичний (Mustard powder),False,False,False,False,True
12699,Ватні палички Леді коттон (Cotton lady sticks),False,False,False,False,True
12700,Губка для купання (Bathing sponge),False,False,False,False,True
12701,Серветки Zewa Clean and Soft (Cosmetic napkins),False,False,False,False,True
12702,Валеріана екстракт (Valeriana extract),False,False,False,False,True
12703,"Олія льону (DIETARY ADDITIVE ""FLAX OIL"")",False,False,False,False,True
12704,Кофол (Kofol),False,False,False,False,True
12705,Бішофіт для внутрішнього застосування (Bishofit),False,False,False,False,True
12706,Фітоворонки (Phyto funnels),False,False,False,False,True
12707,Олія лляна (Oil of flax),False,False,False,False,True
